,Run,K,M,J,a,b,eig1,eig2
417,3,100,40,40,0.0008908807730197563,0.0008474658679724339,2630,3315
418,3,100,40,50,0.0007955038462456511,0.0007474596517933999,2865,3526
419,3,100,40,60,0.0007350088598443099,0.0006817775649109173,3018,3645
420,3,100,50,10,0.0019368007522377814,0.0017396095768094037,1039,1224
421,3,100,50,20,0.0011909462139391975,0.0011201987606292987,1891,2310
422,3,100,50,30,0.0009373762885857609,0.0008966574155914669,2524,3181
423,3,100,50,40,0.0007997753259549874,0.0007664413689051212,2978,3783
424,3,100,50,50,0.0007076789230066321,0.0006721788713017349,3296,4146
425,3,100,50,60,0.00064894249778205,0.0006109902953639071,3522,4363
426,3,100,60,10,0.0018381485482139661,0.0016235997688537561,1056,1234
427,3,100,60,20,0.0011142419003090042,0.0010357612141303995,1959,2363
428,3,100,60,30,0.0008672363376879377,0.0008243000622923307,2676,3331
429,3,100,60,40,0.0007335327830741224,0.0007021221826441497,3227,4096
430,3,100,60,50,0.0006517690903536414,0.0006241236671839677,3649,4629
431,3,100,60,60,0.0005912305080803492,0.0005620040021230498,3956,4976
432,4,1,10,10,0.1368881535640863,0.05970084090799143,10,10
433,4,1,10,20,0.12492886088456215,0.04177288022576576,10,10
434,4,1,10,30,0.11999611368820384,0.034015158422072415,10,10
435,4,1,10,40,0.11446427296774458,0.025033921862358286,10,10
436,4,1,10,50,0.1116395648081648,0.020328598260103147,10,10
437,4,1,10,60,0.11297291406412602,0.022558514836963306,10,10
438,4,1,20,10,0.07431287901131346,0.040269134224368876,19,20
439,4,1,20,20,0.06655458246780493,0.028523648273688595,19,20
440,4,1,20,30,0.06304372935139825,0.022907987868564333,19,20
441,4,1,20,40,0.06121300601047679,0.019901021585482733,19,20
442,4,1,20,50,0.0587942117910856,0.015825980825992163,19,20
443,4,1,20,60,0.0589780637002274,0.016137205955821077,19,20
444,4,1,30,10,0.05392080410809672,0.03379553997017365,28,30
445,4,1,30,20,0.04600262523428946,0.021934460803923354,28,30
446,4,1,30,30,0.04372565214238513,0.018309588184208143,28,30
447,4,1,30,40,0.042274602834537066,0.01594198686441978,29,30
448,4,1,30,50,0.04148702698294791,0.014632724792070098,29,30
449,4,1,30,60,0.04043909081818011,0.012863015797713482,29,30
450,4,1,40,10,0.04222805363235604,0.028109380220517455,37,40
451,4,1,40,20,0.03627866166678675,0.01937585502339627,37,40
452,4,1,40,30,0.034016496174403624,0.015830224543853317,38,40
453,4,1,40,40,0.03255321627861174,0.01346419688617112,38,40
454,4,1,40,50,0.032114476801566885,0.012742303413143304,38,40
455,4,1,40,60,0.031292958166408806,0.011370025762466443,38,40
456,4,1,50,10,0.03467259166324449,0.02382480798828207,46,49
457,4,1,50,20,0.030262618481124014,0.01747525611616848,46,50
458,4,1,50,30,0.028596591928927304,0.014928866572893726,47,50
459,4,1,50,40,0.02702038906814257,0.012425193420557343,47,50
460,4,1,50,50,0.025979441337187537,0.010723839293416988,47,50
461,4,1,50,60,0.025706721642434264,0.010274204063510654,47,50
462,4,1,60,10,0.030617718082954087,0.022336490304536164,54,59
463,4,1,60,20,0.026082499170538637,0.01592160330139741,55,59
464,4,1,60,30,0.024490063586592496,0.013506568741799606,56,60
465,4,1,60,40,0.023147111444041787,0.011405805853792661,56,60
466,4,1,60,50,0.022348027865593083,0.010114052835816994,56,60
467,4,1,60,60,0.021743245827944797,0.009125638552502688,56,60
468,4,10,10,10,0.020163370314405765,0.015908874193524856,88,98
469,4,10,10,20,0.017260444812837915,0.011973424769466721,91,98
470,4,10,10,30,0.015773017383443416,0.009810426717782737,92,99
471,4,10,10,40,0.014664911041748285,0.008122627494224986,93,99
472,4,10,10,50,0.014363849804711474,0.007652360802732073,93,99
473,4,10,10,60,0.013641361058970578,0.006494151656262664,93,99
474,4,10,20,10,0.013370679064784619,0.012032542212591674,160,188
475,4,10,20,20,0.010384783194944486,0.008400945984996544,174,194
476,4,10,20,30,0.009166726900744764,0.006771826271606433,179,195
477,4,10,20,40,0.008610279982431322,0.005993312305034028,181,196
478,4,10,20,50,0.008163410699709649,0.005341119050724338,182,196
479,4,10,20,60,0.007830605228414847,0.0048482538433473246,183,197
480,4,10,30,10,0.010806268550234628,0.010140868582164739,216,267
481,4,10,30,20,0.00801888379593606,0.006994412253483747,250,287
482,4,10,30,30,0.006947468202402357,0.005646418141317991,261,291
483,4,10,30,40,0.006372866066344578,0.004884823570427279,266,293
484,4,10,30,50,0.006009612332262005,0.004386628426709205,269,294
485,4,10,30,60,0.005677860922558684,0.003912493690854018,271,294
486,4,10,40,10,0.009110741849119697,0.008609758828170583,257,328
487,4,10,40,20,0.006677515898727754,0.006022455808655877,318,376
488,4,10,40,30,0.00570923121627517,0.004871079206096173,338,384
489,4,10,40,40,0.0052042895114941465,0.004230316712831253,348,388
490,4,10,40,50,0.004817928640154358,0.003719376555432381,354,390
491,4,10,40,60,0.004572172079710129,0.003380415460030572,357,391
492,4,10,50,10,0.008154282535272533,0.007759515320607741,290,370
493,4,10,50,20,0.005836051730643868,0.005375568320858584,378,458
494,4,10,50,30,0.00493713815248828,0.004347359776751893,410,475
495,4,10,50,40,0.004486481504388211,0.00379970027076214,425,481
496,4,10,50,50,0.004136722973144789,0.0033513061191761287,435,485
497,4,10,50,60,0.003927814323743247,0.0030755109649002643,440,486
498,4,10,60,10,0.007673426900611719,0.0073116738633234556,313,398
499,4,10,60,20,0.005310713527859579,0.004969352963026579,430,533
500,4,10,60,30,0.0044530106514695305,0.00402516334573541,477,563
501,4,10,60,40,0.00398568407585867,0.0034730031107934414,500,573
502,4,10,60,50,0.0036700563122410955,0.0030807185091620477,513,578
503,4,10,60,60,0.003454807473126214,0.0028040994705985987,521,581
504,4,40,10,10,0.007986934273964017,0.007528104216053623,294,362
505,4,40,10,20,0.00596710817929089,0.005201010714468813,335,383
506,4,40,10,30,0.005210877548578818,0.004243384843164046,348,388
507,4,40,10,40,0.004765172096727309,0.0036512125161662938,356,390
508,4,40,10,50,0.0044497642390989075,0.003213642574805986,360,392
509,4,40,10,60,0.0041643529235516315,0.0028016436084018267,363,392
510,4,40,20,10,0.005661019020218343,0.005475597813357759,442,569
511,4,40,20,20,0.003926386802034423,0.003690979587989948,590,722
512,4,40,20,30,0.0032725437219411325,0.0029452225589556838,644,755
513,4,40,20,40,0.002944206439679645,0.002556162527297534,674,768
514,4,40,20,50,0.0027051495164643587,0.002254293269140325,688,773
515,4,40,20,60,0.0025721166499114486,0.0020826782141118274,699,776
516,4,40,30,10,0.004733267625790989,0.004520034358243328,508,642
517,4,40,30,20,0.0031992096411561258,0.0030683585603081104,760,975
518,4,40,30,30,0.002612669063391263,0.0024537697160962792,882,1083
519,4,40,30,40,0.002317727152366338,0.0021249032961790097,942,1121
520,4,40,30,50,0.002103671233437085,0.0018751013271557045,982,1138
521,4,40,30,60,0.0019562723729167754,0.0016959881474461589,1008,1149
522,4,40,40,10,0.004375728186489528,0.004149320186939924,537,666
523,4,40,40,20,0.0028282379054585358,0.002733780753195054,877,1134
524,4,40,40,30,0.0022620996021414964,0.0021646885447831974,1067,1353
525,4,40,40,40,0.001967116077817559,0.0018514426121102926,1177,1444
526,4,40,40,50,0.001769072601448658,0.0016297541340942582,1245,1487
527,4,40,40,60,0.0016429043254598023,0.0014838737931285298,1289,1509
528,4,40,50,10,0.00415053412946313,0.003910143561949677,555,680
529,4,40,50,20,0.0025611843717806234,0.0024670704394165353,959,1230
530,4,40,50,30,0.002042459282652595,0.0019703759804174663,1210,1560
531,4,40,50,40,0.001753069667068935,0.0016727399939174352,1367,1724
532,4,40,50,50,0.0015646326892484591,0.0014703110524183227,1472,1805
533,4,40,50,60,0.0014510797743382499,0.0013446061390993771,1537,1848
534,4,40,60,10,0.00389605455515317,0.0036244268998197565,570,691
535,4,40,60,20,0.0024021362570028106,0.0023040595819158096,1009,1280
536,4,40,60,30,0.0018825311197092172,0.0018196007677354295,1316,1705
537,4,40,60,40,0.0015998170392831504,0.001537370649862966,1523,1952
538,4,40,60,50,0.001434583445458125,0.0013662597070751954,1661,2087
539,4,40,60,60,0.0013116316773649436,0.001234213139717448,1762,2163
540,4,100,10,10,0.0034707851024738685,0.003273671617792731,660,830
541,4,100,10,20,0.0026205040413724667,0.002356936339043694,799,938
542,4,100,10,30,0.002247412307200154,0.0019063848777611712,848,961
543,4,100,10,40,0.002041809255609856,0.0016437796081806564,870,968
544,4,100,10,50,0.0019107730587080334,0.0014692556770515837,884,973
545,4,100,10,60,0.0018273385216450962,0.0013547413068817332,894,976
546,4,100,20,10,0.0026081567141584016,0.002478018634115583,896,1112
547,4,100,20,20,0.00177726797444309,0.0016877163841140688,1317,1659
548,4,100,20,30,0.0014673890704452208,0.001357013526386206,1502,1819
549,4,100,20,40,0.001289709081475913,0.0011552550725741199,1606,1880
550,4,100,20,50,0.0011933341756080033,0.001040311969484492,1659,1905
551,4,100,20,60,0.0011199935814281998,0.0009497302014291095,1696,1920
552,4,100,30,10,0.0022449865988186887,0.0020888448765892117,978,1181
553,4,100,30,20,0.001467920909972404,0.001404003490638371,1614,2046
554,4,100,30,30,0.0011814362923740533,0.0011229575300088926,1976,2484
555,4,100,30,40,0.0010302704181243503,0.0009626768474526016,2184,2672
556,4,100,30,50,0.0009367003761698578,0.0008599423801806731,2319,2769
557,4,100,30,60,0.0008671896697961247,0.0007795748682253856,2405,2817
558,4,100,40,10,0.0020266933933399275,0.0018416687508709959,1020,1209
559,4,100,40,20,0.0013036357952998167,0.0012382564379440242,1780,2219
560,4,100,40,30,0.0010372909573902755,0.0009951474639059966,2301,2926
561,4,100,40,40,0.0008813853545829878,0.0008365351941235414,2638,3316
562,4,100,40,50,0.0008003090102038966,0.0007526422442505783,2856,3524
563,4,100,40,60,0.0007316974409941328,0.0006777727942492503,3019,3646
564,4,100,50,10,0.0019107397831225315,0.0017090033660583006,1040,1223
565,4,100,50,20,0.0011860987511194184,0.0011133552269669872,1887,2311
566,4,100,50,30,0.0009370767204325935,0.0008957262602797043,2520,3176
567,4,100,50,40,0.0007975937510757591,0.0007636887457878391,2975,3777
568,4,100,50,50,0.0007069840752741313,0.0006713646563444427,3300,4150
569,4,100,50,60,0.0006502955116127501,0.0006127682259467372,3527,4366
570,4,100,60,10,0.0018329997974310182,0.0016167639432864368,1056,1233
571,4,100,60,20,0.0011251279633813231,0.001049107370953571,1954,2361
572,4,100,60,30,0.0008613744701884539,0.0008171893749211817,2682,3336
573,4,100,60,40,0.000731044757000327,0.000699317860110909,3228,4090
574,4,100,60,50,0.0006477294537130838,0.0006193790398569728,3654,4633
575,4,100,60,60,0.0005923025116343448,0.0005636172306880615,3960,4982
576,5,1,10,10,0.1391361197254761,0.06296493754668007,10,10
577,5,1,10,20,0.12337328493238026,0.03933980892484168,10,10
578,5,1,10,30,0.11955473839147865,0.0333072974108292,10,10
579,5,1,10,40,0.11871113214903826,0.031950671481199455,10,10
580,5,1,10,50,0.11793151919458442,0.030691677592339976,10,10
581,5,1,10,60,0.11310640132762763,0.022781859518591824,10,10
582,5,1,20,10,0.07352116840087533,0.039139426223354895,19,20
583,5,1,20,20,0.06602520473721087,0.027671954248084007,19,20
584,5,1,20,30,0.06343722939490903,0.023539128329002547,19,20
585,5,1,20,40,0.06113026698716717,0.019760420329198575,19,20
586,5,1,20,50,0.06040449034279018,0.018545581687100774,19,20
587,5,1,20,60,0.058722894152238504,0.015704252643921637,19,20
588,5,1,30,10,0.05382537978138994,0.03362911331861694,28,30
589,5,1,30,20,0.04586994830751828,0.02173157216661655,28,30
590,5,1,30,30,0.043292393895467234,0.017609783505607275,29,30
591,5,1,30,40,0.04228732410278026,0.015965214933621543,29,30
592,5,1,30,50,0.041710350716291256,0.015004144764412176,29,30
593,5,1,30,60,0.04036897031090555,0.012747805491097606,29,30
594,5,1,40,10,0.043230013307033195,0.029520785309129584,37,40
595,5,1,40,20,0.0369856711834421,0.020444646686915906,37,40
596,5,1,40,30,0.03401953909703027,0.015836185083462736,38,40
597,5,1,40,40,0.03271665460023984,0.013731127096513182,38,40
598,5,1,40,50,0.032064592657798846,0.012657730973665274,38,40
599,5,1,40,60,0.03126647182678261,0.011327094725285666,38,40
600,5,1,50,10,0.03544733529924129,0.024909849331582964,45,49
601,5,1,50,20,0.030551618614028053,0.01791299546663291,46,50
602,5,1,50,30,0.028232568564760356,0.014359779835294486,47,50
603,5,1,50,40,0.027049031598709524,0.012473077067829123,47,50
604,5,1,50,50,0.026182400155087205,0.011063038800353765,47,50
605,5,1,50,60,0.02554175360767503,0.009998503904415902,47,50
606,5,1,60,10,0.031199518174238883,0.023112719265010722,54,59
607,5,1,60,20,0.026045157671774594,0.015855287037577843,55,59
608,5,1,60,30,0.02403520216088478,0.012803475802684062,56,60
609,5,1,60,40,0.023170596392101648,0.011441603643378756,56,60
610,5,1,60,50,0.022226275902055722,0.009918824944936068,56,60
611,5,1,60,60,0.021582756876638087,0.00885980655399968,57,60
612,5,10,10,10,0.020910254296164076,0.01686919811688825,87,97
613,5,10,10,20,0.017244854199792166,0.011947986056717591,91,98
614,5,10,10,30,0.016032908888236597,0.010192503447624625,92,99
615,5,10,10,40,0.014834271856164321,0.008385345093668192,93,99
616,5,10,10,50,0.014407422284011245,0.007721262930999681,93,99
617,5,10,10,60,0.013851412825912523,0.006835696225820864,93,99
618,5,10,20,10,0.01316208875636323,0.011768488041553428,160,188
619,5,10,20,20,0.010451719965732745,0.008491707157953336,174,194
620,5,10,20,30,0.009276607024788264,0.006923214639892168,178,195
621,5,10,20,40,0.00862375895067489,0.00601199570489538,181,196
622,5,10,20,50,0.008034124237118979,0.005153652404146547,183,197
623,5,10,20,60,0.007821351792497594,0.004834489495986669,183,197
624,5,10,30,10,0.010792500492860983,0.01012379325797713,215,266
625,5,10,30,20,0.00795774563635403,0.00691986857643829,251,287
626,5,10,30,30,0.0068288309212663975,0.005488639328703793,261,291
627,5,10,30,40,0.006414776190039876,0.004946969342220606,266,293
628,5,10,30,50,0.00597907995007487,0.004342323719049268,269,294
629,5,10,30,60,0.005679146969365215,0.003914280056090552,271,294
630,5,10,40,10,0.009334080510319179,0.008876186926559735,257,327
631,5,10,40,20,0.00661107796826589,0.0059439274254689265,318,375
632,5,10,40,30,0.005688418085939935,0.004845071525704939,339,384
633,5,10,40,40,0.005173266268634701,0.004190777931144865,348,388
634,5,10,40,50,0.004844859634942376,0.003755490279989084,354,390
635,5,10,40,60,0.004576196292233842,0.0033891888290112984,358,391
636,5,10,50,10,0.008177299930842229,0.00777627918061418,290,371
637,5,10,50,20,0.005919375990274103,0.005473816811741479,377,457
638,5,10,50,30,0.004967816228351332,0.004386812950174964,411,475
639,5,10,50,40,0.004459541850288462,0.0037644021621867567,426,481
640,5,10,50,50,0.004144472154596977,0.0033621841867566525,435,485
641,5,10,50,60,0.003908916091633561,0.003050463125447767,441,486
642,5,10,60,10,0.007645881750694965,0.0072783466817181956,312,397
643,5,10,60,20,0.0052501365492989135,0.00490147365219436,433,535
644,5,10,60,30,0.00444926345289579,0.004023853465065845,478,563
645,5,10,60,40,0.003978754289822381,0.0034632162777108546,500,573
646,5,10,60,50,0.003649240205786714,0.003053482807038235,513,578
647,5,10,60,60,0.003462019616204948,0.002814124314537091,521,581
648,5,40,10,10,0.007782122020896483,0.007279689230802115,295,361
649,5,40,10,20,0.005903547989238763,0.005116535447691495,335,384
650,5,40,10,30,0.005170867014611618,0.004190633490726297,348,388
651,5,40,10,40,0.00470943792770988,0.003574885035432899,356,390
652,5,40,10,50,0.004369353809987485,0.0030977768500860593,361,392
653,5,40,10,60,0.004243127415590271,0.0029163874859186507,362,392
654,5,40,20,10,0.00555192814454835,0.0053354926095275455,441,571
655,5,40,20,20,0.003914728111195324,0.0036726012977159926,590,723
656,5,40,20,30,0.0033012781958134223,0.002982865827135144,643,754
657,5,40,20,40,0.002960642822276766,0.00257216329414171,669,766
658,5,40,20,50,0.0027552778497697736,0.002319862765092494,687,772
659,5,40,20,60,0.0025541769783056934,0.0020564365359074317,698,776
660,5,40,30,10,0.00483187657245481,0.00463040750335258,502,639
661,5,40,30,20,0.003207443232114348,0.0030851202796681144,764,977
662,5,40,30,30,0.002627927157576703,0.0024706561261634177,880,1082
663,5,40,30,40,0.00231750096905202,0.0021259255518385582,945,1122
664,5,40,30,50,0.0021075198537092105,0.0018799215555631442,983,1139
665,5,40,30,60,0.0019773736251260457,0.001723762387878104,1007,1149
666,5,40,40,10,0.004316302383837928,0.0040784419596795254,539,668
667,5,40,40,20,0.0028017576904349555,0.002703554860691496,880,1137
668,5,40,40,30,0.0022592232378824064,0.002161957910082713,1069,1355
669,5,40,40,40,0.0019814178258780674,0.0018687970465291121,1176,1444
670,5,40,40,50,0.0017888872479318544,0.0016531313911250273,1241,1485
671,5,40,40,60,0.0016473116864145958,0.001488431558819807,1287,1509
672,5,40,50,10,0.004101241423515664,0.0038548836386341555,557,680
673,5,40,50,20,0.0025928815584790646,0.0025047348388160446,957,1228
674,5,40,50,30,0.002043315299422428,0.0019722819688396,1209,1559
675,5,40,50,40,0.0017610384629799453,0.001684306470643022,1369,1726
676,5,40,50,50,0.001564844016030161,0.0014706764560456537,1474,1808
677,5,40,50,60,0.0014542755837188097,0.0013492141081206965,1539,1848
678,5,40,60,10,0.003870474155764525,0.0035964929833796518,572,691
679,5,40,60,20,0.0024011690688706218,0.0023035895898367836,1010,1278
680,5,40,60,30,0.0018834850564189442,0.0018191768659036932,1314,1701
681,5,40,60,40,0.0016026495356433145,0.001541648741009298,1524,1953
682,5,40,60,50,0.001434534238178303,0.0013672542312928196,1664,2088
683,5,40,60,60,0.0013115345096294236,0.0012351422516326755,1766,2167
684,5,100,10,10,0.003618558992947086,0.0034455286377353435,653,829
685,5,100,10,20,0.0025789974397783335,0.002307146099655102,803,939
686,5,100,10,30,0.0022466904082177204,0.0019067417650643324,849,961
687,5,100,10,40,0.00205806717410042,0.0016674685079448184,872,968
688,5,100,10,50,0.0018902910952992428,0.00143950952979996,885,973
689,5,100,10,60,0.0018171433339805477,0.001337871357633192,890,974
690,5,100,20,10,0.0025785424001554514,0.0024437036324198884,891,1109
691,5,100,20,20,0.0017537793794455921,0.0016621202004166893,1322,1662
692,5,100,20,30,0.0014492355364865755,0.0013375398471269435,1513,1824
693,5,100,20,40,0.0013002561567451104,0.0011683028604233992,1602,1875
694,5,100,20,50,0.0011910011260334995,0.001038174128936841,1663,1907
695,5,100,20,60,0.0011088445943995497,0.0009357381995530831,1701,1921
696,5,100,30,10,0.002235938490646014,0.00208069030954232,982,1181
697,5,100,30,20,0.001471901364898268,0.0014099503282937805,1617,2047
698,5,100,30,30,0.0011835816285470748,0.0011261065220124979,1982,2492
699,5,100,30,40,0.0010293844061077119,0.0009618460402399125,2189,2679
700,5,100,30,50,0.0009375961262020933,0.0008605602636710886,2314,2767
701,5,100,30,60,0.0008618671572393298,0.0007732688481527693,2409,2819
702,5,100,40,10,0.002041466367503755,0.0018611245987675345,1018,1206
703,5,100,40,20,0.0012932130029311582,0.001227022641780974,1792,2225
704,5,100,40,30,0.0010323339895549084,0.0009892584922757486,2301,2921
705,5,100,40,40,0.0008889123166581208,0.0008455377727921677,2637,3320
706,5,100,40,50,0.0008003911582120705,0.0007533369420942561,2863,3527
707,5,100,40,60,0.0007344759029078173,0.0006803358714402636,3009,3640
708,5,100,50,10,0.0019250455524334059,0.0017287707691129614,1044,1227
709,5,100,50,20,0.0011910179636605864,0.0011198842553187642,1891,2312
710,5,100,50,30,0.0009332998057170774,0.0008911985869183075,2522,3182
711,5,100,50,40,0.0007995692285922251,0.00076593811618067,2975,3783
712,5,100,50,50,0.0007079917409133285,0.0006725919088975306,3295,4144
713,5,100,50,60,0.0006498540712820966,0.0006126693474468319,3536,4370
714,5,100,60,10,0.0018442936031962376,0.0016312608852071865,1055,1234
715,5,100,60,20,0.00111959638582465,0.0010418499983220007,1956,2361
716,5,100,60,30,0.0008583260154277789,0.0008135824425750843,2680,3337
717,5,100,60,40,0.0007331875159338442,0.0007019766555864561,3230,4096
718,5,100,60,50,0.0006497213811212506,0.0006211932994039202,3644,4622
719,5,100,60,60,0.0005941630800109907,0.0005657408533851176,3955,4978
720,6,1,10,10,0.1307109454948327,0.05060350429304807,10,10
721,6,1,10,20,0.12391811366547091,0.04018418202339818,10,10
722,6,1,10,30,0.11612179053917468,0.027752615505001445,10,10
723,6,1,10,40,0.11798588791641472,0.03078328732610097,10,10
724,6,1,10,50,0.11602410551706403,0.027595764983301376,10,10
725,6,1,10,60,0.11656569556564957,0.028476130813550195,10,10
726,6,1,20,10,0.0737803296528922,0.039559296773746845,19,20
727,6,1,20,20,0.0667103393665009,0.02875813291265168,19,20
728,6,1,20,30,0.06404725104789473,0.024528625210655436,19,20
729,6,1,20,40,0.062064921937898546,0.02130835980873573,19,20
730,6,1,20,50,0.06149936647763417,0.020373119077656984,19,20
731,6,1,20,60,0.06001569653301084,0.017895385342624515,19,20
732,6,1,30,10,0.05179855802761827,0.03069241118796749,28,30
733,6,1,30,20,0.0468020911777122,0.023184978610615085,28,30
734,6,1,30,30,0.04450948121779651,0.019575479203539223,28,30
735,6,1,30,40,0.04175859231414116,0.015086407406369568,29,30
736,6,1,30,50,0.04141549781000072,0.014515544847597709,29,30
737,6,1,30,60,0.040601787335232696,0.013144504459875219,29,30
738,6,1,40,10,0.04294437341045202,0.02908357461955022,37,40
739,6,1,40,20,0.036987820064449936,0.02046383643006037,37,40
740,6,1,40,30,0.03408656416247911,0.01594414744653427,38,40
741,6,1,40,40,0.032998656990526315,0.014196066327154809,38,40
742,6,1,40,50,0.03207487853246407,0.012678397166588853,38,40
743,6,1,40,60,0.03153411974609495,0.011776096090665789,38,40
744,6,1,50,10,0.03492181529846356,0.02422941473048458,46,49
745,6,1,50,20,0.03026742761201344,0.017484428704808888,46,50
746,6,1,50,30,0.027800235069494104,0.013671705493147055,47,50
747,6,1,50,40,0.026962238531149117,0.012329420260821788,47,50
748,6,1,50,50,0.02586185396882399,0.01053193066588724,47,50
749,6,1,50,60,0.025412342875877722,0.009782292770359085,47,50
750,6,1,60,10,0.030620593275813967,0.022332935281596654,54,59
751,6,1,60,20,0.02610567101267514,0.015941872996998643,55,59
752,6,1,60,30,0.02435783896335736,0.013303100924970343,56,60
753,6,1,60,40,0.02295048623067258,0.011088895442406663,56,60
754,6,1,60,50,0.022436271145425683,0.010260792612655566,56,60
755,6,1,60,60,0.021609334540401003,0.008901939097468973,56,60
756,6,10,10,10,0.02043129952444213,0.016253195542197278,88,98
757,6,10,10,20,0.017277435599023453,0.011992402563515657,91,98
758,6,10,10,30,0.015921706178242352,0.010036829410158685,92,99
759,6,10,10,40,0.014651610445916894,0.008093531776182428,92,99
760,6,10,10,50,0.014104326103587013,0.007238189740315012,93,99
761,6,10,10,60,0.013844902385009157,0.006824257244744121,93,99
762,6,10,20,10,0.013213516732787053,0.011815084701951242,160,188
763,6,10,20,20,0.010523331188964091,0.008585879701152127,174,194
764,6,10,20,30,0.009315341620480424,0.006974927433459097,178,195
765,6,10,20,40,0.008644400504921289,0.006042177437888547,181,196
766,6,10,20,50,0.008126936510369531,0.0052915230245866,183,197
767,6,10,20,60,0.00784378068090352,0.004867848867580686,183,197
768,6,10,30,10,0.010466398454012258,0.009722166401441438,216,267
769,6,10,30,20,0.007927120682159408,0.006865466730779791,250,287
770,6,10,30,30,0.0069453897200633325,0.005643464696751547,261,291
771,6,10,30,40,0.006365665396463825,0.004874944957653155,266,293
772,6,10,30,50,0.00598549835928314,0.004349775628170269,269,293
773,6,10,30,60,0.0057200495510158844,0.0039762155048094425,272,294
774,6,10,40,10,0.009076046728261084,0.008587863208989664,259,329
775,6,10,40,20,0.006732119983540248,0.006096678043418668,319,376
776,6,10,40,30,0.005766251681863468,0.004940229138877807,337,384
777,6,10,40,40,0.005165679716585564,0.00418169393619699,348,388
778,6,10,40,50,0.004826745384686662,0.0037297476813199833,353,390
779,6,10,40,60,0.0046366916563448666,0.003473551797371533,357,391
780,6,10,50,10,0.008313691912563608,0.007924837024612101,287,369
781,6,10,50,20,0.005874884921234646,0.005423647910500621,378,458
782,6,10,50,30,0.004955028620716128,0.004371277525036986,411,475
783,6,10,50,40,0.004462081467064798,0.003772685067350729,427,482
784,6,10,50,50,0.004139692409734188,0.0033547213641508507,434,485
785,6,10,50,60,0.003913155890456371,0.00305444831237497,440,486
786,6,10,60,10,0.007454296169579385,0.00704113067400122,312,397
787,6,10,60,20,0.005291938935550717,0.004951736534108263,432,533
788,6,10,60,30,0.004449737480785758,0.004021045986430966,478,563
789,6,10,60,40,0.003980074188345467,0.003464584207828346,499,573
790,6,10,60,50,0.0036794980148419166,0.003092179029734782,512,578
791,6,10,60,60,0.0034391676452335727,0.0027828375396147984,521,581
792,6,40,10,10,0.008036396918965478,0.007574486389738125,293,361
793,6,40,10,20,0.00593203044236447,0.005150672652709456,335,383
794,6,40,10,30,0.005135853851479604,0.004145150554405407,349,388
795,6,40,10,40,0.00474620994762946,0.0036257337893232724,356,390
796,6,40,10,50,0.004390999801134174,0.0031284709360866678,360,391
797,6,40,10,60,0.004192583740859645,0.0028430388681924233,363,392
798,6,40,20,10,0.005619307061531083,0.00540553171026724,439,567
799,6,40,20,20,0.003998679251663864,0.0037748003035642627,589,723
800,6,40,20,30,0.0033013657758482725,0.0029798190463829733,642,753
801,6,40,20,40,0.0029672228805169114,0.0025836054986172717,670,766
802,6,40,20,50,0.0027168964746759504,0.0022702434556704475,688,772
803,6,40,20,60,0.002588455400685854,0.002104156976157054,698,776
804,6,40,30,10,0.004756528685659225,0.0045446523518552,505,640
805,6,40,30,20,0.003193215236966687,0.0030653910192057414,763,979
806,6,40,30,30,0.002623403081184802,0.0024676205918687127,881,1082
807,6,40,30,40,0.0023122655895614717,0.002118521273649717,944,1120
808,6,40,30,50,0.0021262662924681304,0.0019035213460580449,981,1138
809,6,40,30,60,0.001959615788217644,0.001700338943144574,1008,1149
810,6,40,40,10,0.004354870742048403,0.004128611099672894,538,667
811,6,40,40,20,0.002813449675468516,0.002715842398330561,877,1135
812,6,40,40,30,0.0022462174260451336,0.0021456759005769378,1070,1357
813,6,40,40,40,0.0019667268736280248,0.0018504033412779736,1176,1444
814,6,40,40,50,0.0017614356175737241,0.0016195950775537364,1246,1486
815,6,40,40,60,0.0016439411638612454,0.0014852617937592485,1288,1509
816,6,40,50,10,0.004080492820172911,0.0038320031913533126,560,683
817,6,40,50,20,0.002578276774678482,0.0024852063073369417,955,1228
818,6,40,50,30,0.002033930232118994,0.0019604620070759905,1209,1559
819,6,40,50,40,0.0017478299461211903,0.001668929100573014,1372,1726
820,6,40,50,50,0.001573965784724703,0.0014815160369926277,1470,1803
821,6,40,50,60,0.0014560460182446854,0.0013514521739474632,1539,1848
822,6,40,60,10,0.0038803128378128624,0.003609448042286861,571,691
823,6,40,60,20,0.0024182309628512045,0.002323074605345252,1008,1280
824,6,40,60,30,0.0018703834248924018,0.0018067052481652412,1321,1709
825,6,40,60,40,0.001606194578320495,0.0015444322592322805,1520,1948
826,6,40,60,50,0.0014313181818419423,0.0013635345993913695,1664,2088
827,6,40,60,60,0.0013136494734437793,0.0012371430360172788,1764,2166
828,6,100,10,10,0.0034748663010083867,0.003295013409685463,672,840
829,6,100,10,20,0.0025665198051896846,0.0022909690149845465,801,940
830,6,100,10,30,0.002233691540991348,0.0018913948851466923,848,960
831,6,100,10,40,0.002089668416633326,0.0017079465560640714,869,969
832,6,100,10,50,0.0019499611355260885,0.0015228346642936386,881,972
833,6,100,10,60,0.0018367539757499593,0.001367915097956158,893,976
834,6,100,20,10,0.002582588349782658,0.0024490757992704213,899,1113
835,6,100,20,20,0.0017848017235930751,0.0016969040514884983,1313,1658
